Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-05-03,LAK,Arizona Coyotes,W,3,2,LAL,Denver Nuggets,W,93,89
2021-05-07,LAK,Colorado Avalanche,L,2,3,LAL,Portland Trail Blazers,L,101,106
2021-05-12,LAK,Colorado Avalanche,L,0,6,LAL,Houston Rockets,W,124,122
2021-10-19,LAK,Nashville Predators,L,1,2,LAL,Golden State Warriors,L,114,121
2021-10-22,LAK,Dallas Stars,L,2,3,LAL,Phoenix Suns,L,105,115
2021-10-31,LAK,Buffalo Sabres,W,3,2,LAL,Houston Rockets,W,95,85
2021-11-08,LAK,Toronto Maple Leafs,W,5,1,LAL,Charlotte Hornets,W,126,123
2021-11-17,LAK,Washington Capitals,L,0,2,LAL,Milwaukee Bucks,L,102,109
2021-11-21,LAK,Arizona Coyotes,L,1,2,LAL,Detroit Pistons,W,121,116
2021-11-24,LAK,Toronto Maple Leafs,L,2,6,LAL,Indiana Pacers,W,124,116
2021-11-30,LAK,Anaheim Ducks,L,4,5,LAL,Sacramento Kings,W,117,92
2021-12-09,LAK,Dallas Stars,W,4,0,LAL,Memphis Grizzlies,L,95,108
2021-12-19,LAK,Washington Capitals,W,3,2,LAL,Chicago Bulls,L,110,115
2021-12-28,LAK,Vegas Golden Knights,L,3,6,LAL,Houston Rockets,W,132,123
2022-01-15,LAK,Seattle Kraken,W,3,1,LAL,Denver Nuggets,L,96,133
2022-01-17,LAK,San Jose Sharks,L,2,6,LAL,Utah Jazz,W,101,95
2022-01-23,LAK,New Jersey Devils,W,3,2,LAL,Miami Heat,L,107,113
2022-01-27,LAK,New York Islanders,W,3,2,LAL,Philadelphia 76ers,L,87,105
2022-01-30,LAK,Pittsburgh Penguins,W,4,3,LAL,Atlanta Hawks,L,121,129
2022-02-02,LAK,Detroit Red Wings,W,5,3,LAL,Portland Trail Blazers,W,99,94
2022-02-25,LAK,Anaheim Ducks,W,4,1,LAL,Los Angeles Clippers,L,102,105
2022-03-07,LAK,Boston Bruins,W,3,2,LAL,San Antonio Spurs,L,110,117
2022-03-13,LAK,Florida Panthers,W,3,2,LAL,Phoenix Suns,L,111,140
2022-03-19,LAK,Vegas Golden Knights,L,1,5,LAL,Washington Wizards,L,119,127
2022-03-31,LAK,Calgary Flames,W,3,2,LAL,Utah Jazz,L,109,122
2022-04-07,LAK,Edmonton Oilers,L,2,3,LAL,Golden State Warriors,L,112,128
2022-04-10,LAK,Minnesota Wild,L,3,6,LAL,Denver Nuggets,W,146,141
2022-10-18,LAK,Nashville Predators,W,4,3,LAL,Golden State Warriors,L,109,123
2022-10-20,LAK,Pittsburgh Penguins,L,1,6,LAL,Los Angeles Clippers,L,97,103
2022-11-18,LAK,Vancouver Canucks,L,1,4,LAL,Detroit Pistons,W,128,121
2022-11-22,LAK,New York Rangers,L,3,5,LAL,Phoenix Suns,L,105,115
2022-11-25,LAK,San Jose Sharks,W,5,2,LAL,San Antonio Spurs,W,105,94
2022-12-06,LAK,Ottawa Senators,W,5,2,LAL,Cleveland Cavaliers,L,102,116
2022-12-11,LAK,Columbus Blue Jackets,L,5,6,LAL,Detroit Pistons,W,124,117
2022-12-13,LAK,Buffalo Sabres,L,0,6,LAL,Boston Celtics,L,118,122
2022-12-23,LAK,Arizona Coyotes,L,1,2,LAL,Charlotte Hornets,L,130,134
2022-12-27,LAK,Vegas Golden Knights,W,4,2,LAL,Orlando Magic,W,129,110
2023-01-07,LAK,Vegas Golden Knights,W,5,1,LAL,Sacramento Kings,W,136,134
2023-01-09,LAK,Edmonton Oilers,W,6,3,LAL,Denver Nuggets,L,109,122
2023-01-22,LAK,Chicago Blackhawks,W,2,1,LAL,Portland Trail Blazers,W,121,112
2023-01-24,LAK,Philadelphia Flyers,W,4,3,LAL,Los Angeles Clippers,L,115,133
2023-01-28,LAK,Tampa Bay Lightning,L,2,5,LAL,Boston Celtics,L,121,125
2023-01-31,LAK,Carolina Hurricanes,L,4,5,LAL,New York Knicks,W,129,123
2023-02-11,LAK,Pittsburgh Penguins,W,6,0,LAL,Golden State Warriors,W,109,103
2023-02-13,LAK,Buffalo Sabres,W,5,2,LAL,Portland Trail Blazers,L,115,127
2023-02-23,LAK,New Jersey Devils,,,,LAL,Golden State Warriors,,,
2023-02-26,LAK,New York Rangers,,,,LAL,Dallas Mavericks,,,
2023-02-28,LAK,Winnipeg Jets,,,,LAL,Memphis Grizzlies,,,
2023-03-14,LAK,New York Islanders,,,,LAL,New Orleans Pelicans,,,
2023-03-26,LAK,St. Louis Blues,,,,LAL,Chicago Bulls,,,
2023-04-02,LAK,Vancouver Canucks,,,,LAL,Houston Rockets,,,
2023-04-04,LAK,Edmonton Oilers,,,,LAL,Utah Jazz,,,
