Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-01-20,TOR,Edmonton Oilers,L,1,3,TOR,Miami Heat,L,102,111
2021-01-22,TOR,Edmonton Oilers,W,4,2,TOR,Miami Heat,W,101,81
2021-01-24,TOR,Calgary Flames,W,3,2,TOR,Indiana Pacers,W,107,102
2021-02-06,TOR,Vancouver Canucks,W,5,1,TOR,Atlanta Hawks,L,121,132
2021-02-08,TOR,Vancouver Canucks,W,3,1,TOR,Memphis Grizzlies,W,128,113
2021-02-10,TOR,Montreal Canadiens,W,4,2,TOR,Washington Wizards,W,137,115
2021-02-18,TOR,Ottawa Senators,W,7,3,TOR,Milwaukee Bucks,W,110,96
2021-02-24,TOR,Calgary Flames,W,2,1,TOR,Miami Heat,L,108,116
2021-03-03,TOR,Edmonton Oilers,W,6,1,TOR,Detroit Pistons,L,105,129
2021-03-04,TOR,Vancouver Canucks,L,1,3,TOR,Boston Celtics,L,125,132
2021-03-11,TOR,Winnipeg Jets,W,4,3,TOR,Atlanta Hawks,L,120,121
2021-03-13,TOR,Winnipeg Jets,L,2,5,TOR,Charlotte Hornets,L,104,114
2021-03-14,TOR,Ottawa Senators,L,3,4,TOR,Chicago Bulls,L,95,118
2021-03-19,TOR,Calgary Flames,L,3,4,TOR,Utah Jazz,L,112,115
2021-03-29,TOR,Edmonton Oilers,L,2,3,TOR,Detroit Pistons,L,104,118
2021-03-31,TOR,Winnipeg Jets,W,3,1,TOR,Oklahoma City Thunder,L,103,113
2021-04-02,TOR,Winnipeg Jets,W,2,1,TOR,Golden State Warriors,W,130,77
2021-04-05,TOR,Calgary Flames,W,5,3,TOR,Washington Wizards,W,103,101
2021-04-10,TOR,Ottawa Senators,W,6,5,TOR,Cleveland Cavaliers,W,135,115
2021-04-13,TOR,Calgary Flames,L,2,3,TOR,Atlanta Hawks,L,103,108
2021-04-18,TOR,Vancouver Canucks,L,2,3,TOR,Oklahoma City Thunder,W,112,106
2021-04-24,TOR,Winnipeg Jets,W,4,1,TOR,New York Knicks,L,103,120
2021-04-29,TOR,Vancouver Canucks,W,4,1,TOR,Denver Nuggets,L,111,121
2021-05-01,TOR,Vancouver Canucks,W,5,1,TOR,Utah Jazz,L,102,106
2021-05-06,TOR,Montreal Canadiens,W,5,2,TOR,Washington Wizards,L,129,131
2021-05-08,TOR,Montreal Canadiens,W,3,2,TOR,Memphis Grizzlies,L,99,109
2021-05-14,TOR,Winnipeg Jets,L,2,4,TOR,Dallas Mavericks,L,110,114
2021-10-22,TOR,San Jose Sharks,L,3,5,TOR,Boston Celtics,W,115,83
2021-10-23,TOR,Pittsburgh Penguins,L,1,7,TOR,Dallas Mavericks,L,95,103
2021-10-25,TOR,Carolina Hurricanes,L,1,4,TOR,Chicago Bulls,L,108,111
2021-10-27,TOR,Chicago Blackhawks,W,3,2,TOR,Indiana Pacers,W,118,100
2021-10-30,TOR,Detroit Red Wings,W,5,4,TOR,Indiana Pacers,W,97,94
2021-11-10,TOR,Philadelphia Flyers,W,3,0,TOR,Boston Celtics,L,88,104
2021-11-13,TOR,Buffalo Sabres,W,5,4,TOR,Detroit Pistons,L,121,127
2021-11-18,TOR,New York Rangers,W,2,1,TOR,Utah Jazz,L,103,119
2021-11-21,TOR,New York Islanders,W,3,0,TOR,Golden State Warriors,L,104,119
2021-11-24,TOR,Los Angeles Kings,W,6,2,TOR,Memphis Grizzlies,W,126,113
2021-11-26,TOR,San Jose Sharks,W,4,1,TOR,Indiana Pacers,L,97,114
2021-11-28,TOR,Anaheim Ducks,W,5,1,TOR,Boston Celtics,L,97,109
2021-12-05,TOR,Winnipeg Jets,L,3,6,TOR,Washington Wizards,W,102,90
2021-12-14,TOR,Edmonton Oilers,W,5,1,TOR,Brooklyn Nets,L,129,131
2022-01-05,TOR,Edmonton Oilers,W,4,2,TOR,Milwaukee Bucks,W,117,111
2022-01-11,TOR,Vegas Golden Knights,W,4,3,TOR,Phoenix Suns,L,95,99
2022-01-15,TOR,St. Louis Blues,W,6,5,TOR,Milwaukee Bucks,W,103,96
2022-01-19,TOR,New York Rangers,L,3,6,TOR,Dallas Mavericks,L,98,102
2022-01-26,TOR,Anaheim Ducks,W,4,3,TOR,Chicago Bulls,L,105,111
2022-01-29,TOR,Detroit Red Wings,W,7,4,TOR,Miami Heat,W,124,120
2022-01-31,TOR,New Jersey Devils,W,6,4,TOR,Atlanta Hawks,W,106,100
2022-02-01,TOR,New Jersey Devils,W,7,1,TOR,Miami Heat,W,110,106
2022-02-07,TOR,Carolina Hurricanes,W,4,3,TOR,Charlotte Hornets,W,116,101
2022-02-10,TOR,Calgary Flames,L,2,5,TOR,Houston Rockets,W,139,120
2022-02-12,TOR,Vancouver Canucks,L,2,3,TOR,Denver Nuggets,L,109,110
2022-02-14,TOR,Seattle Kraken,W,6,2,TOR,New Orleans Pelicans,L,90,120
2022-02-26,TOR,Detroit Red Wings,W,10,7,TOR,Atlanta Hawks,L,100,127
2022-02-28,TOR,Washington Capitals,W,5,3,TOR,Brooklyn Nets,W,133,97
2022-03-26,TOR,Montreal Canadiens,L,2,4,TOR,Indiana Pacers,W,131,91
2022-04-05,TOR,Florida Panthers,L,6,7,TOR,Atlanta Hawks,W,118,108
2022-04-07,TOR,Dallas Stars,W,4,3,TOR,Philadelphia 76ers,W,119,114
2022-10-22,TOR,Winnipeg Jets,W,4,1,TOR,Miami Heat,L,109,112
2022-10-24,TOR,Vegas Golden Knights,L,1,3,TOR,Miami Heat,W,98,90
2022-11-02,TOR,Philadelphia Flyers,W,5,2,TOR,San Antonio Spurs,W,143,100
2022-11-06,TOR,Carolina Hurricanes,W,3,1,TOR,Chicago Bulls,W,113,104
2022-11-11,TOR,Pittsburgh Penguins,L,2,4,TOR,Oklahoma City Thunder,L,113,132
2022-11-12,TOR,Vancouver Canucks,W,3,2,TOR,Indiana Pacers,L,104,118
2022-11-19,TOR,Buffalo Sabres,W,5,2,TOR,Atlanta Hawks,L,122,124
2022-11-23,TOR,New Jersey Devils,W,2,1,TOR,Brooklyn Nets,L,98,112
2022-11-26,TOR,Pittsburgh Penguins,W,4,1,TOR,Dallas Mavericks,W,105,100
2022-11-28,TOR,Detroit Red Wings,W,4,2,TOR,Cleveland Cavaliers,W,100,88
2022-11-30,TOR,San Jose Sharks,W,3,1,TOR,New Orleans Pelicans,L,108,126
2022-12-03,TOR,Tampa Bay Lightning,L,3,4,TOR,Orlando Magic,W,121,108
2022-12-27,TOR,St. Louis Blues,W,5,4,TOR,Los Angeles Clippers,L,113,124
2022-12-29,TOR,Arizona Coyotes,L,3,6,TOR,Memphis Grizzlies,L,106,119
2023-01-08,TOR,Philadelphia Flyers,W,6,2,TOR,Portland Trail Blazers,W,117,105
2023-01-12,TOR,Detroit Red Wings,L,1,4,TOR,Charlotte Hornets,W,124,114
2023-01-14,TOR,Boston Bruins,L,3,4,TOR,Atlanta Hawks,L,103,114
2023-01-17,TOR,Florida Panthers,W,5,4,TOR,Milwaukee Bucks,L,122,130
2023-01-19,TOR,Winnipeg Jets,W,4,1,TOR,Minnesota Timberwolves,L,126,128
2023-01-21,TOR,Montreal Canadiens,L,2,3,TOR,Boston Celtics,L,104,106
2023-01-25,TOR,New York Rangers,W,3,2,TOR,Sacramento Kings,W,113,95
2023-01-27,TOR,Ottawa Senators,L,2,6,TOR,Golden State Warriors,L,117,129
2023-02-01,TOR,Boston Bruins,L,2,5,TOR,Utah Jazz,L,128,131
2023-02-10,TOR,Columbus Blue Jackets,W,3,0,TOR,Utah Jazz,L,116,122
2023-02-26,TOR,Seattle Kraken,,,,TOR,Cleveland Cavaliers,,,
