Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2019-01-02,DAL,New Jersey Devils,W,5,4,DAL,Charlotte Hornets,W,122,84
2019-01-04,DAL,Washington Capitals,W,2,1,DAL,Boston Celtics,L,93,114
2019-01-19,DAL,Winnipeg Jets,W,4,2,DAL,Indiana Pacers,L,99,111
2019-01-30,DAL,Buffalo Sabres,W,1,0,DAL,New York Knicks,W,114,90
2019-02-02,DAL,Nashville Predators,W,3,1,DAL,Cleveland Cavaliers,W,111,98
2019-02-23,DAL,Carolina Hurricanes,L,0,3,DAL,Utah Jazz,L,109,125
2019-03-02,DAL,St. Louis Blues,W,4,1,DAL,Memphis Grizzlies,L,81,111
2019-03-12,DAL,Buffalo Sabres,W,2,0,DAL,San Antonio Spurs,L,105,112
2019-03-14,DAL,Minnesota Wild,W,4,1,DAL,Denver Nuggets,L,99,100
2019-03-21,DAL,Colorado Avalanche,L,1,3,DAL,Sacramento Kings,L,100,116
2019-03-23,DAL,Pittsburgh Penguins,L,2,3,DAL,Golden State Warriors,W,126,91
2019-03-28,DAL,Edmonton Oilers,W,3,2,DAL,Miami Heat,L,99,105
2019-04-05,DAL,Chicago Blackhawks,L,1,6,DAL,Memphis Grizzlies,L,112,122
2019-10-29,DAL,Minnesota Wild,W,6,3,DAL,Denver Nuggets,W,109,106
2019-11-01,DAL,Colorado Avalanche,W,2,1,DAL,Los Angeles Lakers,L,110,119
2019-11-14,DAL,Vancouver Canucks,W,4,2,DAL,New York Knicks,L,103,106
2019-11-16,DAL,Edmonton Oilers,W,5,4,DAL,Toronto Raptors,W,110,102
2019-11-26,DAL,Chicago Blackhawks,L,0,3,DAL,Los Angeles Clippers,L,99,114
2019-11-29,DAL,St. Louis Blues,L,1,3,DAL,Phoenix Suns,W,120,113
2019-12-01,DAL,Minnesota Wild,L,2,3,DAL,Los Angeles Lakers,W,114,100
2019-12-03,DAL,Winnipeg Jets,L,1,5,DAL,New Orleans Pelicans,W,118,97
2019-12-07,DAL,New York Islanders,W,3,1,DAL,New Orleans Pelicans,W,130,84
2019-12-14,DAL,Nashville Predators,W,4,1,DAL,Miami Heat,L,118,122
2019-12-16,DAL,Edmonton Oilers,L,1,2,DAL,Milwaukee Bucks,W,120,116
2019-12-20,DAL,Florida Panthers,L,4,7,DAL,Philadelphia 76ers,W,117,98
2019-12-22,DAL,Calgary Flames,L,1,5,DAL,Toronto Raptors,L,107,110
2019-12-28,DAL,Colorado Avalanche,W,3,2,DAL,Golden State Warriors,W,141,121
2019-12-29,DAL,Arizona Coyotes,W,4,2,DAL,Los Angeles Lakers,L,95,108
2020-01-08,DAL,Los Angeles Kings,W,2,1,DAL,Denver Nuggets,L,106,107
2020-01-11,DAL,San Jose Sharks,L,1,2,DAL,Philadelphia 76ers,W,109,91
2020-01-14,DAL,Colorado Avalanche,W,3,2,DAL,Golden State Warriors,W,124,97
2020-01-27,DAL,Tampa Bay Lightning,W,3,2,DAL,Oklahoma City Thunder,W,107,97
2020-02-01,DAL,New Jersey Devils,W,3,2,DAL,Atlanta Hawks,W,123,100
2020-02-03,DAL,New York Rangers,W,5,3,DAL,Indiana Pacers,W,112,103
2020-02-07,DAL,Minnesota Wild,L,2,3,DAL,Washington Wizards,L,118,119
2020-02-08,DAL,St. Louis Blues,W,3,2,DAL,Charlotte Hornets,W,116,100
2020-02-21,DAL,St. Louis Blues,L,1,5,DAL,Orlando Magic,W,122,106
2020-03-10,DAL,New York Rangers,L,2,4,DAL,San Antonio Spurs,L,109,119
2021-01-22,DAL,Nashville Predators,W,7,0,DAL,San Antonio Spurs,W,122,117
2021-01-30,DAL,Carolina Hurricanes,L,1,4,DAL,Phoenix Suns,L,105,111
2021-02-04,DAL,Columbus Blue Jackets,L,3,4,DAL,Golden State Warriors,L,116,147
2021-02-22,DAL,Florida Panthers,L,1,3,DAL,Memphis Grizzlies,W,102,92
2021-02-25,DAL,Florida Panthers,L,2,3,DAL,Philadelphia 76ers,L,97,111
2021-02-27,DAL,Tampa Bay Lightning,L,0,5,DAL,Brooklyn Nets,W,115,98
2021-03-11,DAL,Chicago Blackhawks,L,2,4,DAL,Oklahoma City Thunder,L,108,116
2021-03-13,DAL,Columbus Blue Jackets,L,3,4,DAL,Denver Nuggets,W,116,103
2021-03-21,DAL,Nashville Predators,L,3,4,DAL,Portland Trail Blazers,W,132,92
2021-03-27,DAL,Florida Panthers,L,3,4,DAL,New Orleans Pelicans,L,103,112
2021-04-03,DAL,Carolina Hurricanes,W,3,2,DAL,Washington Wizards,W,109,87
2021-04-08,DAL,Chicago Blackhawks,W,5,1,DAL,Milwaukee Bucks,W,116,101
2021-04-11,DAL,Nashville Predators,L,2,3,DAL,San Antonio Spurs,L,117,119
2021-04-22,DAL,Detroit Red Wings,L,3,7,DAL,Los Angeles Lakers,W,115,110
2021-04-24,DAL,Detroit Red Wings,W,2,1,DAL,Los Angeles Lakers,W,108,93
2021-04-26,DAL,Carolina Hurricanes,W,4,3,DAL,Sacramento Kings,L,106,113
2021-04-27,DAL,Carolina Hurricanes,L,1,5,DAL,Golden State Warriors,W,133,103
2021-04-29,DAL,Tampa Bay Lightning,L,0,3,DAL,Detroit Pistons,W,115,105
2021-05-01,DAL,Nashville Predators,L,0,1,DAL,Washington Wizards,W,125,124
