NHL Team,Date,Opponent,Result,Team Score,Opponent Score
DAL,2016-02-16,St. Louis Blues,L,1,2
DAL,2016-02-18,Arizona Coyotes,L,3,6
DAL,2016-02-20,Boston Bruins,L,3,7
DAL,2016-02-23,Winnipeg Jets,W,5,3
DAL,2016-02-25,Winnipeg Jets,L,3,6
DAL,2016-02-27,New York Rangers,L,2,3
DAL,2016-02-29,Detroit Red Wings,L,2,3
DAL,2016-03-01,Nashville Predators,L,3,5
DAL,2016-03-04,New Jersey Devils,W,4,2
DAL,2016-03-06,Ottawa Senators,W,2,1
DAL,2016-03-08,Montreal Canadiens,L,3,4
DAL,2016-03-11,Chicago Blackhawks,W,5,2
DAL,2016-03-12,St. Louis Blues,L,4,5
DAL,2016-03-15,Los Angeles Kings,L,2,5
DAL,2016-03-17,Tampa Bay Lightning,W,4,3
DAL,2016-03-19,New York Islanders,W,3,0
DAL,2016-03-22,Chicago Blackhawks,W,6,2
DAL,2016-03-24,Arizona Coyotes,L,1,3
DAL,2016-03-26,San Jose Sharks,W,4,2
DAL,2016-03-29,Nashville Predators,W,5,2
DAL,2016-03-31,Arizona Coyotes,W,4,1
DAL,2016-04-02,Los Angeles Kings,W,3,2
DAL,2016-04-03,Anaheim Ducks,L,1,3
DAL,2016-04-07,Colorado Avalanche,W,4,2
DAL,2016-04-09,Nashville Predators,W,3,2
DAL,2016-10-13,Anaheim Ducks,W,4,2
DAL,2016-10-15,Colorado Avalanche,L,5,6
DAL,2016-10-18,Nashville Predators,W,2,1
DAL,2016-10-20,Los Angeles Kings,L,3,4
DAL,2016-10-22,Columbus Blue Jackets,L,0,3
DAL,2016-10-25,Winnipeg Jets,W,3,2
DAL,2016-10-27,Winnipeg Jets,L,1,4
DAL,2016-10-29,Minnesota Wild,L,0,4
DAL,2016-11-01,Columbus Blue Jackets,L,2,3
DAL,2016-11-03,St. Louis Blues,W,6,2
DAL,2016-11-05,Chicago Blackhawks,L,2,3
DAL,2016-11-06,Chicago Blackhawks,L,3,4
DAL,2016-11-08,Winnipeg Jets,L,2,8
DAL,2016-11-10,Calgary Flames,W,4,2
DAL,2016-11-11,Edmonton Oilers,W,3,2
DAL,2016-11-13,Vancouver Canucks,L,4,5
DAL,2016-11-15,New Jersey Devils,L,1,2
DAL,2016-11-17,Colorado Avalanche,W,3,2
DAL,2016-11-19,Edmonton Oilers,L,2,5
DAL,2016-11-21,Minnesota Wild,W,3,2
DAL,2016-11-23,Nashville Predators,L,2,5
