NHL Team,Date,Opponent,Result,Team Score,Opponent Score
NYI,2016-03-19,Dallas Stars,L,0,3
NYI,2016-03-21,Philadelphia Flyers,L,1,4
NYI,2016-03-23,Ottawa Senators,W,3,1
NYI,2016-03-25,Tampa Bay Lightning,L,4,7
NYI,2016-03-26,Carolina Hurricanes,W,4,3
NYI,2016-03-29,Carolina Hurricanes,W,2,1
NYI,2016-03-31,Columbus Blue Jackets,W,4,3
NYI,2016-04-02,Pittsburgh Penguins,L,0,5
NYI,2016-04-04,Tampa Bay Lightning,W,5,2
NYI,2016-04-05,Washington Capitals,W,4,3
NYI,2016-04-07,New York Rangers,W,4,1
NYI,2016-04-09,Buffalo Sabres,L,3,4
NYI,2016-04-10,Philadelphia Flyers,L,2,5
NYI,2016-10-13,New York Rangers,L,3,5
NYI,2016-10-15,Washington Capitals,L,1,2
NYI,2016-10-16,Anaheim Ducks,W,3,2
NYI,2016-10-18,San Jose Sharks,L,2,3
NYI,2016-10-21,Arizona Coyotes,W,3,2
NYI,2016-10-23,Minnesota Wild,W,6,3
NYI,2016-10-26,Montreal Canadiens,L,2,3
NYI,2016-10-27,Pittsburgh Penguins,L,2,4
NYI,2016-10-30,Toronto Maple Leafs,W,5,1
NYI,2016-11-01,Tampa Bay Lightning,L,1,6
NYI,2016-11-03,Philadelphia Flyers,L,2,3
NYI,2016-11-05,Edmonton Oilers,L,3,4
NYI,2016-11-07,Vancouver Canucks,W,4,2
NYI,2016-11-10,Tampa Bay Lightning,L,1,4
NYI,2016-11-12,Florida Panthers,L,2,3
NYI,2016-11-14,Tampa Bay Lightning,L,0,4
NYI,2016-11-18,Pittsburgh Penguins,L,2,3
NYI,2016-11-22,Anaheim Ducks,W,3,2
NYI,2016-11-23,Los Angeles Kings,L,2,4
NYI,2016-11-25,San Jose Sharks,L,2,3
NYI,2016-11-28,Calgary Flames,W,2,1
NYI,2016-11-30,Pittsburgh Penguins,W,5,3
NYI,2016-12-01,Washington Capitals,W,3,0
NYI,2016-12-04,Detroit Red Wings,L,3,4
NYI,2016-12-06,New York Rangers,W,4,2
NYI,2016-12-08,St. Louis Blues,W,3,2
NYI,2016-12-10,Columbus Blue Jackets,L,2,6
NYI,2016-12-13,Washington Capitals,L,2,4
