NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
BOS,2016-11-14,8:00p,New Orleans Pelicans,L,105,106
BOS,2016-11-16,7:30p,Dallas Mavericks,W,90,83
BOS,2016-11-18,8:00p,Golden State Warriors,L,88,104
BOS,2016-11-19,7:00p,Detroit Pistons,W,94,92
BOS,2016-11-21,8:00p,Minnesota Timberwolves,W,99,93
BOS,2016-11-23,7:30p,Brooklyn Nets,W,111,92
BOS,2016-11-25,1:00p,San Antonio Spurs,L,103,109
BOS,2016-11-28,7:30p,Miami Heat,W,112,104
BOS,2016-11-30,7:30p,Detroit Pistons,L,114,121
BOS,2016-12-02,7:30p,Sacramento Kings,W,97,92
BOS,2016-12-03,7:30p,Philadelphia 76ers,W,107,106
BOS,2016-12-05,8:00p,Houston Rockets,L,106,107
BOS,2016-12-07,7:00p,Orlando Magic,W,117,87
BOS,2016-12-09,7:30p,Toronto Raptors,L,94,101
BOS,2016-12-11,7:00p,Oklahoma City Thunder,L,96,99
BOS,2016-12-14,9:30p,San Antonio Spurs,L,101,108
BOS,2016-12-16,7:30p,Charlotte Hornets,W,96,88
BOS,2016-12-18,6:00p,Miami Heat,W,105,95
BOS,2016-12-20,8:00p,Memphis Grizzlies,W,112,109
BOS,2016-12-22,7:00p,Indiana Pacers,W,109,102
BOS,2016-12-23,7:30p,Oklahoma City Thunder,L,112,117
BOS,2016-12-25,12:00p,New York Knicks,W,119,114
BOS,2016-12-27,7:30p,Memphis Grizzlies,W,113,103
BOS,2016-12-29,8:00p,Cleveland Cavaliers,L,118,124
BOS,2016-12-30,7:30p,Miami Heat,W,117,114
BOS,2017-01-03,7:30p,Utah Jazz,W,115,104
BOS,2017-01-06,7:30p,Philadelphia 76ers,W,110,106
BOS,2017-01-07,7:30p,New Orleans Pelicans,W,117,108
BOS,2017-01-10,7:30p,Toronto Raptors,L,106,114
BOS,2017-01-11,8:00p,Washington Wizards,W,117,108
BOS,2017-01-13,8:00p,Atlanta Hawks,W,103,101
BOS,2017-01-16,7:30p,Charlotte Hornets,W,108,98
BOS,2017-01-18,7:30p,New York Knicks,L,106,117
BOS,2017-01-21,5:00p,Portland Trail Blazers,L,123,127
BOS,2017-01-24,7:00p,Washington Wizards,L,108,123
