NHL Team,Date,Opponent,Result,Team Score,Opponent Score
CHI,2017-02-18,Edmonton Oilers,L,1,3
CHI,2017-02-19,Buffalo Sabres,W,5,1
CHI,2017-02-21,Minnesota Wild,W,5,3
CHI,2017-02-23,Arizona Coyotes,W,6,3
CHI,2017-02-26,St. Louis Blues,W,4,2
CHI,2017-03-01,Pittsburgh Penguins,W,4,1
CHI,2017-03-03,New York Islanders,W,2,1
CHI,2017-03-04,Nashville Predators,W,5,3
CHI,2017-03-09,Anaheim Ducks,L,0,1
CHI,2017-03-10,Detroit Red Wings,L,2,4
CHI,2017-03-12,Minnesota Wild,W,4,2
CHI,2017-03-14,Montreal Canadiens,W,4,2
CHI,2017-03-16,Ottawa Senators,W,2,1
CHI,2017-03-18,Toronto Maple Leafs,W,2,1
CHI,2017-03-19,Colorado Avalanche,W,6,3
CHI,2017-03-21,Vancouver Canucks,L,4,5
CHI,2017-03-23,Dallas Stars,W,3,2
CHI,2017-03-25,Florida Panthers,L,0,7
CHI,2017-03-27,Tampa Bay Lightning,L,4,5
CHI,2017-03-29,Pittsburgh Penguins,W,5,1
CHI,2017-03-31,Columbus Blue Jackets,W,3,1
CHI,2017-04-02,Boston Bruins,L,2,3
CHI,2017-04-04,Colorado Avalanche,L,3,4
CHI,2017-04-06,Anaheim Ducks,L,0,4
CHI,2017-04-08,Los Angeles Kings,L,2,3
CHI,2017-10-05,Pittsburgh Penguins,W,10,1
CHI,2017-10-07,Columbus Blue Jackets,W,5,1
CHI,2017-10-09,Toronto Maple Leafs,L,3,4
CHI,2017-10-10,Montreal Canadiens,W,3,1
CHI,2017-10-12,Minnesota Wild,L,2,5
CHI,2017-10-14,Nashville Predators,W,2,1
CHI,2017-10-18,St. Louis Blues,L,2,5
CHI,2017-10-19,Edmonton Oilers,L,1,2
CHI,2017-10-21,Arizona Coyotes,W,4,2
CHI,2017-10-24,Vegas Golden Knights,L,2,4
CHI,2017-10-27,Nashville Predators,L,1,2
CHI,2017-10-28,Colorado Avalanche,L,3,6
CHI,2017-11-01,Philadelphia Flyers,W,3,0
CHI,2017-11-04,Minnesota Wild,W,2,0
CHI,2017-11-05,Montreal Canadiens,L,0,2
CHI,2017-11-09,Philadelphia Flyers,L,1,3
CHI,2017-11-11,Carolina Hurricanes,W,4,3
CHI,2017-11-12,New Jersey Devils,L,5,7
CHI,2017-11-15,New York Rangers,W,6,3
CHI,2017-11-18,Pittsburgh Penguins,W,2,1
CHI,2017-11-22,Tampa Bay Lightning,L,2,3
CHI,2017-11-25,Florida Panthers,W,4,1
CHI,2017-11-27,Anaheim Ducks,W,7,3
CHI,2017-11-28,Nashville Predators,L,2,3
CHI,2017-11-30,Dallas Stars,L,3,4
CHI,2017-12-02,Dallas Stars,L,2,3
CHI,2017-12-03,Los Angeles Kings,L,1,3
CHI,2017-12-06,Washington Capitals,L,2,6
CHI,2017-12-08,Buffalo Sabres,W,3,2
CHI,2017-12-10,Arizona Coyotes,W,3,1
CHI,2017-12-12,Florida Panthers,W,3,2
CHI,2017-12-14,Winnipeg Jets,W,5,1
CHI,2017-12-17,Minnesota Wild,W,4,1
CHI,2017-12-21,Dallas Stars,L,0,4
CHI,2017-12-23,New Jersey Devils,L,1,4
CHI,2017-12-28,Vancouver Canucks,L,2,5
CHI,2017-12-29,Edmonton Oilers,W,4,3
CHI,2017-12-31,Calgary Flames,L,3,4
CHI,2018-01-03,New York Rangers,W,5,2
CHI,2018-01-05,Vegas Golden Knights,L,4,5
CHI,2018-01-07,Edmonton Oilers,W,4,1
CHI,2018-01-09,Ottawa Senators,W,8,2
CHI,2018-01-10,Minnesota Wild,L,1,2
CHI,2018-01-12,Winnipeg Jets,W,2,1
CHI,2018-01-14,Detroit Red Wings,L,0,4
CHI,2018-01-20,New York Islanders,L,3,7
CHI,2018-01-22,Tampa Bay Lightning,L,0,2
CHI,2018-01-24,Toronto Maple Leafs,L,2,3
CHI,2018-01-25,Detroit Red Wings,W,5,1
CHI,2018-01-30,Nashville Predators,W,2,1
CHI,2018-02-01,Vancouver Canucks,L,2,4
CHI,2018-02-03,Calgary Flames,L,3,4
CHI,2018-02-06,Calgary Flames,L,2,3
CHI,2018-02-08,Dallas Stars,L,2,4
CHI,2018-02-10,Minnesota Wild,L,0,3
CHI,2018-02-12,Arizona Coyotes,L,1,6
CHI,2018-02-13,Vegas Golden Knights,L,2,5
CHI,2018-02-15,Anaheim Ducks,L,2,3
CHI,2018-02-17,Washington Capitals,W,7,1
CHI,2018-02-19,Los Angeles Kings,L,1,3
CHI,2018-02-21,Ottawa Senators,W,3,2
CHI,2018-02-23,San Jose Sharks,W,3,1
CHI,2018-02-24,Columbus Blue Jackets,L,2,3
CHI,2018-03-01,San Jose Sharks,L,2,7
CHI,2018-03-03,Los Angeles Kings,W,5,3
CHI,2018-03-04,Anaheim Ducks,L,3,6
