NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
PHO,2015-04-07,7:30p,Atlanta Hawks,L,69,96
PHO,2015-04-08,9:30p,Dallas Mavericks,L,104,107
PHO,2015-04-10,8:00p,New Orleans Pelicans,L,75,90
PHO,2015-04-12,7:00p,San Antonio Spurs,L,91,107
PHO,2015-04-14,10:30p,Los Angeles Clippers,L,101,112
PHO,2015-10-28,10:00p,Dallas Mavericks,L,95,111
PHO,2015-10-30,10:30p,Portland Trail Blazers,W,110,92
PHO,2015-10-31,10:00p,Portland Trail Blazers,W,101,90
PHO,2015-11-02,10:30p,Los Angeles Clippers,L,96,102
PHO,2015-11-04,9:00p,Sacramento Kings,W,118,97
PHO,2015-11-06,9:30p,Detroit Pistons,L,92,100
PHO,2015-11-08,7:00p,Oklahoma City Thunder,L,103,124
PHO,2015-11-12,10:30p,Los Angeles Clippers,W,118,104
PHO,2015-11-14,9:00p,Denver Nuggets,W,105,81
PHO,2015-11-16,9:00p,Los Angeles Lakers,W,120,101
PHO,2015-11-18,10:30p,Chicago Bulls,L,97,103
PHO,2015-11-20,9:00p,Denver Nuggets,W,114,107
PHO,2015-11-22,6:00p,New Orleans Pelicans,L,116,122
PHO,2015-11-23,8:30p,San Antonio Spurs,L,84,98
PHO,2015-11-25,9:00p,New Orleans Pelicans,L,114,120
PHO,2015-11-27,9:30p,Golden State Warriors,L,116,135
PHO,2015-11-29,6:00p,Toronto Raptors,W,107,102
PHO,2015-12-01,7:30p,Brooklyn Nets,L,91,94
PHO,2015-12-02,7:30p,Detroit Pistons,L,122,127
PHO,2015-12-04,7:00p,Washington Wizards,L,106,109
PHO,2015-12-06,3:30p,Memphis Grizzlies,L,93,95
PHO,2015-12-07,8:00p,Chicago Bulls,W,103,101
PHO,2015-12-09,9:00p,Orlando Magic,W,107,104
PHO,2015-12-11,9:30p,Portland Trail Blazers,L,96,106
PHO,2015-12-13,3:30p,Minnesota Timberwolves,W,108,101
PHO,2015-12-14,8:30p,Dallas Mavericks,L,94,104
PHO,2015-12-16,10:30p,Golden State Warriors,L,103,128
PHO,2015-12-18,10:30p,New Orleans Pelicans,W,104,88
PHO,2015-12-20,5:00p,Milwaukee Bucks,L,95,101
PHO,2015-12-21,9:00p,Utah Jazz,L,89,110
PHO,2015-12-23,9:00p,Denver Nuggets,L,96,104
PHO,2015-12-26,9:00p,Philadelphia 76ers,L,104,111
PHO,2015-12-28,9:00p,Cleveland Cavaliers,L,97,101
PHO,2015-12-30,8:30p,San Antonio Spurs,L,79,112
PHO,2015-12-31,8:00p,Oklahoma City Thunder,L,106,110
PHO,2016-01-02,5:00p,Sacramento Kings,L,119,142
PHO,2016-01-03,9:30p,Los Angeles Lakers,L,77,97
PHO,2016-01-06,9:00p,Charlotte Hornets,W,111,102
PHO,2016-01-08,9:30p,Miami Heat,L,95,103
PHO,2016-01-12,7:00p,Indiana Pacers,L,97,116
PHO,2016-01-15,7:30p,Boston Celtics,L,103,117
PHO,2016-01-17,3:30p,Minnesota Timberwolves,L,87,117
PHO,2016-01-19,9:00p,Indiana Pacers,L,94,97
PHO,2016-01-21,10:30p,San Antonio Spurs,L,89,117
PHO,2016-01-23,9:00p,Atlanta Hawks,W,98,95
PHO,2016-01-26,7:00p,Philadelphia 76ers,L,103,113
PHO,2016-01-27,7:00p,Cleveland Cavaliers,L,93,115
PHO,2016-01-29,7:30p,New York Knicks,L,84,102
PHO,2016-01-31,7:00p,Dallas Mavericks,L,78,91
PHO,2016-02-02,9:00p,Toronto Raptors,L,97,104
PHO,2016-02-04,9:00p,Houston Rockets,L,105,111
PHO,2016-02-06,9:00p,Utah Jazz,L,89,98
PHO,2016-02-08,9:00p,Oklahoma City Thunder,L,106,122
PHO,2016-02-10,9:00p,Golden State Warriors,L,104,112
PHO,2016-02-19,9:30p,Houston Rockets,L,100,116
PHO,2016-02-21,5:00p,San Antonio Spurs,L,111,118
PHO,2016-02-22,10:30p,Los Angeles Clippers,L,84,124
PHO,2016-02-25,9:00p,Brooklyn Nets,L,106,116
PHO,2016-02-27,9:30p,Memphis Grizzlies,W,111,106
PHO,2016-03-01,7:00p,Charlotte Hornets,L,92,126
PHO,2016-03-03,7:30p,Miami Heat,L,92,108
PHO,2016-03-04,7:00p,Orlando Magic,W,102,84
PHO,2016-03-06,4:00p,Memphis Grizzlies,W,109,100
PHO,2016-03-09,9:00p,New York Knicks,L,97,128
PHO,2016-03-10,9:00p,Denver Nuggets,L,98,116
PHO,2016-03-12,10:30p,Golden State Warriors,L,116,123
PHO,2016-03-14,10:00p,Minnesota Timberwolves,W,107,104
PHO,2016-03-17,9:00p,Utah Jazz,L,69,103
PHO,2016-03-18,10:30p,Los Angeles Lakers,W,95,90
PHO,2016-03-21,10:00p,Memphis Grizzlies,L,97,103
PHO,2016-03-23,10:00p,Los Angeles Lakers,W,119,107
PHO,2016-03-25,10:00p,Sacramento Kings,L,94,116
PHO,2016-03-26,10:00p,Boston Celtics,L,99,102
PHO,2016-03-28,8:00p,Minnesota Timberwolves,L,116,121
PHO,2016-03-30,8:00p,Milwaukee Bucks,L,94,105
PHO,2016-04-01,10:30p,Washington Wizards,L,99,106
PHO,2016-04-03,6:00p,Utah Jazz,L,86,101
PHO,2016-04-05,8:00p,Atlanta Hawks,L,90,103
PHO,2016-04-07,8:00p,Houston Rockets,W,124,115
PHO,2016-04-09,7:00p,New Orleans Pelicans,W,121,100
PHO,2016-04-11,10:00p,Sacramento Kings,L,101,105
PHO,2016-04-13,10:30p,Los Angeles Clippers,W,114,105
PHO,2016-10-26,10:00p,Sacramento Kings,L,94,113
PHO,2016-10-28,8:00p,Oklahoma City Thunder,L,110,113
PHO,2016-10-30,6:00p,Golden State Warriors,L,100,106
PHO,2016-10-31,10:30p,Los Angeles Clippers,L,98,116
PHO,2016-11-02,10:00p,Portland Trail Blazers,W,118,115
PHO,2016-11-04,8:00p,New Orleans Pelicans,W,112,111
PHO,2016-11-06,9:30p,Los Angeles Lakers,L,108,119
PHO,2016-11-08,10:00p,Portland Trail Blazers,L,121,124
PHO,2016-11-09,9:00p,Detroit Pistons,W,107,100
PHO,2016-11-12,9:00p,Brooklyn Nets,L,104,122
PHO,2016-11-13,8:00p,Golden State Warriors,L,120,133
PHO,2016-11-16,9:00p,Denver Nuggets,L,104,120
PHO,2016-11-18,7:00p,Indiana Pacers,W,116,96
PHO,2016-11-19,7:30p,Philadelphia 76ers,L,105,120
PHO,2016-11-21,7:00p,Washington Wizards,L,101,106
PHO,2016-11-23,7:00p,Orlando Magic,W,92,87
PHO,2016-11-25,9:00p,Minnesota Timberwolves,L,85,98
PHO,2016-11-27,3:30p,Denver Nuggets,L,114,120
PHO,2016-11-30,9:00p,Atlanta Hawks,W,109,107
PHO,2016-12-03,10:30p,Golden State Warriors,L,109,138
PHO,2016-12-06,9:00p,Utah Jazz,L,105,112
PHO,2016-12-07,9:00p,Indiana Pacers,L,94,109
PHO,2016-12-09,10:30p,Los Angeles Lakers,W,119,115
PHO,2016-12-11,8:30p,New Orleans Pelicans,L,119,120
PHO,2016-12-13,9:00p,New York Knicks,W,113,111
PHO,2016-12-15,9:00p,San Antonio Spurs,L,92,107
PHO,2016-12-17,5:00p,Oklahoma City Thunder,L,101,114
PHO,2016-12-19,8:00p,Minnesota Timberwolves,L,108,115
PHO,2016-12-21,9:00p,Houston Rockets,L,111,125
PHO,2016-12-23,9:00p,Philadelphia 76ers,W,123,116
PHO,2016-12-26,8:00p,Houston Rockets,L,115,131
PHO,2016-12-28,8:30p,San Antonio Spurs,L,98,119
PHO,2016-12-29,9:00p,Toronto Raptors,W,99,91
PHO,2016-12-31,8:00p,Utah Jazz,L,86,91
PHO,2017-01-02,10:30p,Los Angeles Clippers,L,98,109
PHO,2017-01-03,9:00p,Miami Heat,W,99,90
PHO,2017-01-05,8:30p,Dallas Mavericks,W,102,95
PHO,2017-01-08,8:30p,Cleveland Cavaliers,L,116,120
PHO,2017-01-12,10:00p,Dallas Mavericks,L,108,113
PHO,2017-01-14,6:00p,San Antonio Spurs,W,108,105
PHO,2017-01-16,9:00p,Utah Jazz,L,101,106
