NHL Team,Date,Opponent,Result,Team Score,Opponent Score
FLA,2017-12-02,Carolina Hurricanes,L,2,3
FLA,2017-12-04,New York Islanders,L,4,5
FLA,2017-12-07,Winnipeg Jets,W,6,4
FLA,2017-12-09,Colorado Avalanche,L,3,7
FLA,2017-12-11,Detroit Red Wings,W,2,1
FLA,2017-12-12,Chicago Blackhawks,L,2,3
FLA,2017-12-14,Colorado Avalanche,L,1,2
FLA,2017-12-17,Vegas Golden Knights,L,2,5
FLA,2017-12-19,Arizona Coyotes,W,3,2
FLA,2017-12-22,Minnesota Wild,W,4,2
FLA,2017-12-23,Ottawa Senators,W,1,0
FLA,2017-12-28,Philadelphia Flyers,W,3,2
FLA,2017-12-30,Montreal Canadiens,W,2,0
FLA,2018-01-02,Minnesota Wild,L,1,5
FLA,2018-01-05,Detroit Red Wings,L,2,4
FLA,2018-01-07,Columbus Blue Jackets,L,2,3
FLA,2018-01-09,St. Louis Blues,W,7,4
FLA,2018-01-12,Calgary Flames,L,2,4
FLA,2018-01-19,Vegas Golden Knights,W,4,3
FLA,2018-01-20,Nashville Predators,L,3,4
FLA,2018-01-23,Dallas Stars,L,1,6
FLA,2018-01-25,Washington Capitals,L,2,4
FLA,2018-01-30,New York Islanders,W,4,1
FLA,2018-02-01,Buffalo Sabres,W,4,2
FLA,2018-02-03,Detroit Red Wings,W,3,2
FLA,2018-02-06,Vancouver Canucks,W,3,1
FLA,2018-02-09,Los Angeles Kings,L,1,3
FLA,2018-02-12,Edmonton Oilers,W,7,5
FLA,2018-02-14,Vancouver Canucks,W,4,3
FLA,2018-02-17,Calgary Flames,W,6,3
FLA,2018-02-18,Winnipeg Jets,L,2,7
FLA,2018-02-20,Toronto Maple Leafs,L,0,1
FLA,2018-02-22,Washington Capitals,W,3,2
